d1fvka_;14.3;37.8;36.8;42.9;16.7;34.8;16.7;39.4;25.3;34.8;39.1;45.4;40;42.4;15.4;32;27.3;8.3;36.8;28.6;31.2;34.8;46.9;33.3;40;42.1;30.8;35
d2cvba1;49.5;43.5;44.4;37.5;51.1;50;0;20;45.9;40.4;44.7;49;25;40;27.3;46.3;23.5;51.7;30.4;26.1;38.9;50;36.8;40;38;49.2;46;40
d1n8ja_;32.2;38.9;40.8;50;29.7;29.1;41.7;43.8;31.9;26;44.6;32.5;45.8;1.2;16.7;46.8;38.1;35.7;30;9.1;45.9;38.9;33.3;45.2;41.2;16.7;36;42.3
d1gp1a_;41.2;27.3;14.3;33.3;18.2;31.2;20;0;18.2;25;34.1;42.9;36.6;43.8;33.3;30;20;42.3;37.5;37.5;30;34.8;38.7;33.3;27.3;9.1;41.7;21.4
d2f8aa1;34.6;27.3;14.3;0;18.2;18.2;26.7;2.7;52.8;23.1;33.3;43.6;39;40.6;36.8;25;41.8;40;22.2;40;12.5;30.8;41.7;33.3;28.6;48.4;35.3;34.5
d1beda_;24;31.6;50;18.2;16.7;16.7;45.9;18.2;0;49.2;23.1;31.2;35.7;31.9;25;40;32;36.8;33.3;34.1;33.3;31.6;33.3;33.3;28.6;41.2;18.2;35.6
d1xiya1;21.6;34.6;31.8;33.3;29.2;40;43.3;17.6;48.2;35.8;17.6;28.1;13;48.5;25;31.8;38.2;30;29.2;44.4;22.2;42.1;41.9;10;22.7;37.5;0;20
d2fug21;23.1;10;41.2;25;28.6;10;22.2;9.1;0;28.6;0;41.9;41.5;33.3;38.5;43.8;40.7;43.1;18.2;10;42.9;20;20;25;0;36.4;27.3;43.8
d1jfua_;18.2;0;27.3;31.8;40.3;40.7;52;32;38.5;41.5;36.9;33.3;25;35.7;21.4;31;40.8;23.1;43.9;47;36;25;46.5;42.3;38.1;33.3;35.7;35.6
d1qq2a_;27.2;33.3;38.6;57.6;4.6;12.2;40.4;25;49.2;0;40;51.6;43.6;25.5;42.9;46.2;41.3;42.5;33.3;48.5;18.2;12.5;39.5;36.4;32;31.2;10;45.7
d1z6ma1;36.4;15.4;32.5;11.1;22.2;45.8;41.5;20;42.1;30;43.5;31.7;27.3;25;41.7;18.8;41.7;41;35.3;40;30.8;29;14.3;20;38.1;43.4;37.8;12.5
d1xzoa1;33.3;10;30;31.6;40.7;34.5;44.7;34.1;23.1;40;0;42.9;46.7;38.6;35.7;26.7;14.3;21.1;42.9;37.7;36.8;16.7;45.2;45.9;45.5;23.5;33.3;35.9
d2h01a1;32.4;28.6;40.6;30;16.5;21.8;42.9;12.5;16.7;16.4;11.1;41.2;35.3;30.2;42.9;40.9;38.7;11.1;48.5;10;37.5;29.4;28.6;43.4;44.4;35.7;43.3;38.5
d1zofa1;33.6;0;40.3;23.1;19.5;25.5;41.7;11.8;32.1;20;48.9;37.8;34.1;36.6;34.4;44.7;38;40;10;35.3;49.2;10;46.5;40.7;35.3;15.4;30.8;43.5
d2bmxa1;36.7;11.1;34.6;35.3;32.7;28.8;34.8;27.3;43.3;28.9;42.2;34.2;45.7;31.6;40.9;46.3;41.4;44.3;45.2;16.7;47.4;21.4;28.6;35.7;40;32;10;36.4
d1v58a1;27.3;25;45.3;38.5;38.9;14.3;49;42.9;31.2;51.6;42.9;0;43.2;32.5;31.2;16.7;30.8;43.9;27.3;36;18.8;46.7;42.1;33.3;38.1;52.9;35.3;43.5
d2b7ka1;43.8;39.1;48.6;43.3;38.1;38.1;9.1;29.2;22.2;43.2;40.5;36.8;23.1;31;30;36.8;37.5;37.5;32;28.6;42.9;37;18.2;44.2;41.5;25;50;0
d1e2ya_;29.5;0;35.2;35.6;15;9;42.6;37.5;16.7;13.8;40.4;33.3;46.9;29.3;37.5;42.8;41.9;46.5;26.7;36;46.7;37.5;47.5;22.2;28;25;10;20
d1we0a1;31.8;37;40.6;33.3;31.5;31.9;38.5;12.5;21.1;31;36.1;30;39.1;11.4;39.2;38.5;41.9;38.6;20;9.1;41.2;0;46;44;46.7;38.9;47.4;37.5
d1xvqa_;39.3;45.5;16.7;28.6;45.5;42;25;36.6;35.7;43.6;46.7;43.2;0;51.6;21.9;29.3;44.3;46;29.4;50;47.7;14.3;18.2;25;22.2;15.4;42.9;36.8
d1z6na1;25;16.7;30.4;21.4;38.9;48.7;14.3;33.3;31.4;36.4;25;51.4;33.3;11.1;26.3;31.6;26.1;30.8;40;40;16.7;25;39.5;42.1;14.3;28.6;40;28.6
d1yexa1;27.9;38.9;41.4;50;30;28.8;40;43.8;31.9;25.5;38.6;32.5;51.6;0;16.7;46.8;38.9;36.9;30;9.1;45.9;12.5;33.3;41.9;44.4;16.7;36;42.3
d1q98a_;27.8;11.1;41.4;6.2;40.3;37.3;38.9;34.5;32.8;35.9;20;39.1;21.6;25;12.3;24.4;46.3;33.3;31.2;20;28.6;33.3;27.3;36.4;0;25;20;46.7
d1qxha_;41.7;33.3;30.4;32;44.1;39.5;27.3;33.3;25;42.9;35.7;31.2;21.9;16.7;0;22.5;28;36.9;23.1;54.1;46.3;33.3;14.3;27.8;26.3;37.9;14.3;44.2
d1nm3a2;40.7;47.2;42.6;32.4;44.6;42.4;23.1;27.3;37.9;42.7;38.1;42.9;46.2;41.4;40.7;44.7;32.2;40;25;12.5;0;47.2;31.6;40.6;47.2;35.7;0;22.2
d1psqa_;42.3;47.8;22.2;35.3;45;45;46.3;30;40;46.2;26.7;16.7;29.3;46.8;22.5;0;45.7;40.7;42.1;26.7;20;50;18.2;16.7;33.3;44.4;25;37.9
d1tp9a1;39.3;30;22.2;31.6;35.2;38.9;36.4;35.7;33.3;42.5;29.4;48;28.8;45.3;40;40.7;32.9;30.8;12.5;45.6;38.1;42.3;37.5;39.5;33.3;50;0;18.8
d1hd2a_;38.3;38.5;21.4;28;40.8;42.9;23.5;20;32;41.3;14.3;30.8;44.3;38.9;28;45.7;0;37.9;18.2;42.2;22.2;30;10;30;11.1;12.5;22.2;27.3
d2cx4a1;41;25;42.7;35.7;39.5;40.9;41.9;14.3;40.5;39;47.6;47.4;42;38.2;37.8;42.5;30;34.8;21.4;43.4;39.5;31.8;12.5;45.8;50;40.9;20;22.2
d1wp0a1;48.6;21.4;38.3;25;37.5;36.1;41.8;0;0;37.5;42.5;31.6;33.3;37.5;22.7;31.6;32.3;42.9;33.3;28.6;48.1;42.1;30.4;0;47.2;43.3;12.5;27.3
d1zyea1;28.2;0;38.6;14.3;7.1;14.1;44.8;46.7;16.7;9.6;40;25;40.2;28.8;39.2;39.8;42.9;43.1;0;17.6;37.5;0;36.8;35.9;32.1;23.1;36.4;12.5
d2a4va1;36.9;26.3;39;23.1;41.1;44.6;51.7;42.3;36.8;42.5;21.1;43.9;46;36.9;36.9;40.7;37.9;0;42.3;26.7;35.3;14.3;26.7;25;26.9;31.6;37.8;35.3
d1eeja1;36.4;35.7;50.8;22.2;25;33.3;27.3;40;23.3;33.3;25;46.2;23.1;28.6;31.2;36.8;40;0;33.3;28;42.9;32;43.8;22.2;30;35.3;33.3;49.2
d1xvwa1;42.7;42.3;50;30.8;41.5;36.5;35;33.3;0;38.2;48.4;40.9;43.8;39.4;37.4;35.1;43.5;35.5;38.7;32.4;48.1;45.1;25;26.7;30;33.3;40.6;33.3
d2cv4a1;0;29.4;33.6;14.3;28.5;32.2;49.5;23.1;24;27.2;30.8;30;35.7;28.7;41.7;40;34.4;37.2;51.7;24;29.4;20;41.7;22.2;30;20;35;27.8
d1t3ba1;46.7;26.7;48;45;18.2;16.7;41.1;42.5;22.2;18.2;42.6;44.1;16.7;25;18.2;12.5;42.6;0;11.1;58.4;29.4;44;44.1;36.8;14.3;43.9;35.7;44.4
d2dlxa1;10;25;43.1;26.7;42.3;41.5;47.2;43.8;16.7;35.7;31.2;21.4;9.1;39;25;36.4;20;0;18.2;22.2;22.2;36.4;28.6;48;0;25;23.1;25
d1knga_;15.4;15.4;50;40.9;44.4;44;30.4;37.5;33.3;33.3;42.9;27.3;29.4;30;23.1;42.1;18.2;42.3;0;33.6;44.4;8.3;31.2;16.7;48.9;48.6;30.8;33.3
d1i5ga_;30;20;53.5;41.4;41.8;38.1;47.7;39.3;43.8;40;46;47.4;37.5;38.9;9.1;43.8;35.3;40.9;42.1;27.8;40;22.2;0;38.5;44.9;35;35.3;43.5
d1o73a_;33.3;45.5;44.6;35;25;31.2;43.9;55.9;40;25;39.2;33.3;44.4;40.7;0;46.9;40;37.5;35.7;35.3;27.3;46.4;14.3;27.3;17.9;50;45.5;31
d1o8xa_;0;26.7;11.1;21.4;25;43.3;51.7;25;33.3;45;12.5;46.2;45.8;10;50;22.2;34.8;38.1;43.7;29.4;28;0;23.1;30;48.2;14.3;35.7;31
d2fy6a1;35.6;37.5;37.9;20;40;30.4;16.7;20;21.4;29.6;33.3;43.5;12.5;32.1;0;40;11.1;9.1;49.1;46.4;42.5;37.5;44.4;40;33.3;33.3;39.1;31.2
d2b5xa1;41.2;22.2;38.7;30;50;47.5;46;0;33.3;41.4;45.1;48.9;42.9;50.5;38.2;46.2;26.3;22.2;37.9;47;33.3;40.9;22.2;25;53.3;51.7;18.2;39.4
d2b5ea1;10;41.7;42.4;35.9;29.4;20;42.9;11.1;38.9;31.2;23.5;38.3;37.5;38.2;46.3;0;17.6;35;50;33.3;33.3;45.2;41.7;35.7;41.9;36.6;34.8;40.3
d1j9ba_;22.2;0;10;22.2;43.5;23.1;31.6;21.1;25;25;26.7;10;9.1;22.7;27.3;31.2;41.7;46.7;36.8;39;15.8;42.2;37.5;50;41.4;48.9;38.9;18.2
d1qgva_;12.5;40.7;9.1;23.8;12.5;20;43.8;0;20;0;10;22.2;10;37.9;47.8;23.1;35.5;33.3;33.3;48.9;42;30;46.9;28.6;39.5;45.5;31.2;42
d1st9a_;35.1;33.3;47.4;41.7;40.4;41.1;42.9;35.4;39.4;42.7;44.3;33.3;28.1;34.5;48.1;32;24.1;35.3;40.2;38.5;39.7;45.8;40.6;21.1;51;37.9;34.5;33.3
d1z5ye1;34.5;31.4;29.4;12.5;44.3;40;26.1;37.5;34.1;48.5;37.7;36;50;9.1;54.1;26.7;42.2;26.7;33.6;0;43.3;33.3;20;23.1;47.3;16.7;30;43.9
d1sena_;37.5;0;18.8;54.5;51.6;36.7;37.3;36.4;29.6;40;0;43.5;40.7;42.6;35.3;16.7;26.7;36.4;51.5;30.4;42.9;39.1;10;33.3;36.4;44.1;34.6;38.2
d1zzoa1;29.4;36;10;40.7;18.2;18.2;38.9;30;33.3;18.2;36.8;18.8;47.7;45.9;46.3;20;22.2;35.3;44.4;43.3;0;37.1;36.7;25;43;46.6;40.7;43.2
d1lu4a_;37;41.2;25;40.5;34.5;25;37;20;37.9;43.5;14.3;27.3;33.3;18.2;33.3;32.1;20;30;37.6;40;23.5;0;17.6;10;36.4;40;25;49.1
d2djka1;22.2;40.5;25;18.2;26.3;40.7;46.3;18.2;11.1;36.8;40.7;43.6;26.3;34.1;37.8;25;33.3;29.4;20;0;47.8;0;36.1;41.1;36.7;39.6;46.9;18.2
d1wpia1;13.3;40;40;23.5;43.8;40;0;42.9;35;43.8;21.4;25;33.3;40;23.1;37.5;33.3;18.2;16.7;41.2;21.4;46.4;50;36.1;0;30;31.2;25
d2hfda1;45.9;24;40.7;27.8;25;44.4;50;34.8;31.6;12.5;16.7;46.7;14.3;12.5;33.3;50;30;14.3;8.3;33.3;37.1;0;34.5;16.7;28.9;40.5;32.1;38.9
d1v9wa_;37.5;16.7;16.7;34.8;23.1;34.5;33.3;33.3;40;30;18.2;58.5;36.4;31.6;17.6;0;22.2;14.3;40;0;46.2;20;0;42.9;40;57.6;57.1;47.8
d2b5ea3;46.4;33.3;44.7;18.2;27.8;44.4;22.7;44.4;33.3;31.2;33.3;31.6;53.5;25;25;37.5;20;26.7;9.1;0;10;25;28.6;14.3;30;35;39.3;15.4
d1a8ya1;16.7;28.6;23.1;29.6;41.2;49.2;41.2;44;23.1;35.3;38.9;10;22.2;25;34.3;18.2;40.7;28;48.5;42.9;37.5;42.4;35.1;10;38.9;30.8;34.5;33.3
d1g7ea_;9.1;43.8;0;33.3;38.1;35.7;44.1;28.6;46.9;9.1;38.1;35.7;25;38.2;25;14.3;30.8;20;29.4;33.3;37.5;33.3;35.5;42.5;16.7;0;35.7;48.3
d2c0ga2;51.4;14.3;45.2;26.1;40;40;35.7;31.8;27.3;33.3;35.7;18.2;18.2;21.4;33.3;0;30.4;16.7;12.5;22.2;21.1;25;40;30.8;13.3;15.4;14.3;34.8
d1oaza_;40.9;32.3;12.5;38.6;30.8;46.2;32.1;26.3;42.2;27.3;42.3;36.8;42.9;30;36.7;0;35;36.4;40.4;33.3;55.8;33.3;38.9;39.6;33.7;40;44.4;39.2
d2a2pa1;20;38.1;33.3;0;0;42.2;23.5;41.9;12.5;40;41.6;33.3;42.9;20;26.7;33.3;0;38.9;20;27.3;25;50;46.9;40.3;0;16.7;18.2;48.1
d1meka_;16.7;49.1;14.3;40;12.5;47.8;50;36.4;41.4;0;39.5;30;30.8;46.4;20;33.3;42;26.3;45;33.3;38.1;31.2;11.1;22.2;35.5;37.7;45.5;35
d2b5ea4;14.3;39.3;49;9.1;21.1;48.5;48.5;27.8;31;39.3;33.3;33.3;12.5;27.3;27.3;39.1;33.3;25;35.3;30;21.4;28.6;25;25;32.2;40.3;44.9;34.9
d1a8ya3;41.7;37.5;43.3;34.6;39.5;28.6;36.8;38.7;33.3;39.5;45.2;42.1;18.2;33.3;14.3;18.2;10;26.7;31.2;20;36.7;34.5;0;37.5;30;33.3;33.3;25
d1woua_;41.7;25;31.2;39.1;42.9;14.3;44;36.7;36;40;18.2;42.1;35.3;36.8;0;25;38.5;15.4;40;0;41.7;25;28.6;40.5;40;41.7;56.8;46.4
d2es7a1;47.6;25;28.6;30;0;37.5;44.1;22.2;9.1;20;42.4;20;33.3;40.7;32;12.5;43.9;0;27.3;0;39.7;7.6;18.2;15.4;41.6;38.5;35.7;35.3
d1a8la1;31.2;48.9;17.6;37.1;35;11.1;37.8;29.4;23.5;47.8;29.2;53.7;26.7;33.3;23.1;25;0;10;37;41.2;41.2;44;13.3;41.7;42.9;49.1;45.7;41.4
d1j08a1;41.4;48.9;9.1;40.9;35.3;18.2;37.8;29.4;23.5;18.8;40;54.9;26.7;33.3;35.7;40;0;34.8;40.9;41.2;41.2;42;13.3;41.7;41.6;49.1;44.3;41.8
d2fwha1;42.5;28.6;40;22.2;29.4;39.4;39.3;44.4;33.3;39.4;50;28.6;10;30.8;9.1;30.4;38.1;43.2;21.1;40;17.6;53.1;40;30;37.9;25;11.1;34.5
d2a4ha1;22.2;30;33.3;16.7;28.6;10;40;33.3;33.3;36.4;45.9;33.3;25;41.9;27.8;16.7;30;25;16.7;23.1;25;16.7;37.5;0;31.6;25;18.2;33.3
d2djja1;29.4;25;31.8;43.9;34.6;0;39.2;40.9;30.4;35.3;38.1;41.7;28.6;36.4;40.5;0;0;33.3;43.5;41.7;35.3;0;14.3;34.1;38.7;38.9;44.8;35.2
d1zmaa1;10;42.9;33.3;11.8;25;12.5;40;0;14.3;35.7;23.5;0;33.3;46.5;41.7;38.5;20;41.7;45.7;20;42.4;29.6;26.7;14.3;35.6;46.6;0;54.8
d1z3ea1;31.2;12.5;37.8;37.3;40.7;46.7;51.5;20;31.8;40.6;34.3;34.5;35;10;32;26.7;42.9;44.8;36.4;28.6;38.5;29.4;34.4;25;51.1;0;25;42.2
d1rw1a_;10;27.8;31.2;0;33.3;16.7;36.8;36.4;40.9;21.4;16.7;16.7;15.4;25;30.8;12.5;33.3;29.2;45.9;35.3;37.8;0;26.7;40;10;50;14.3;0
d1xfla_;33.3;41.2;35.7;41.9;0;51.5;44.1;27.3;30.8;38.9;40.7;27;30;40.9;42.6;34.5;12.5;46.8;48;40.9;38.2;36.4;0;46.2;8.2;26.4;36.6;16.1
d1z9ha2;42.6;25;16.7;47.4;44.6;33.3;34.6;18.2;20;38.9;21.4;0;7.7;43.2;18.2;25;25;25;34.5;16.7;38.5;21.7;16.7;10;0;48.4;28.6;37.5
d1r26a_;26.7;31.6;45.8;37.2;23.1;40;29.6;40.7;38.2;37.5;50;40;25;0;41.2;0;40;25;36;33.3;47.1;36.7;17.6;37.5;27.7;38.4;46.1;25.6
d1ti3a_;43.8;30.8;50;38.2;20;40;38;27.3;28.6;32;45.5;38.1;22.2;44.4;26.3;33.3;11.1;26.9;48.9;47.3;43;28.9;30;31.6;0;27;44.6;21
d1f9ma_;27.3;37.5;50;41.5;41.2;52.6;44.1;31.2;29;38.2;39.4;29.3;14.3;37;36;0;39.3;14.3;32.1;38.5;31.4;43.5;47.8;33.3;21.8;34.3;38.2;23.9
d1ep7a_;20;44.4;25;22.7;35.7;14.3;49.2;9.1;41.2;31.2;23.5;52.9;15.4;16.7;37.9;44.4;12.5;31.6;48.6;16.7;46.6;40.5;33.3;25;27;0;47.4;24
d1xwaa_;43.8;44;28.6;34.4;37.5;21.4;39.2;44.4;27.8;29.4;41.3;46.2;11.1;36.4;38.8;9.1;23.1;35;26.9;41.3;39.3;37;32.1;36;22.1;27.2;47;20.6
d1xg8a_;35;12.5;25;10;0;12.5;36.8;37.5;20;0;47.5;35.7;10;47.6;10;16.7;21.1;0;20;23.1;0;29.4;14.3;0;31.6;27.3;37.9;35
d1bjxa_;36;18.8;33.3;15.4;27.3;40.5;9.1;27.3;22.2;37;30.8;50;33.3;17.6;34.5;37;25;26.3;7.7;33.3;40;46.2;23.5;31.2;25;8.3;35.3;35
d1f37b_;28.6;39.3;33.3;22.2;40;53.3;30;43.8;40;30;18.2;16.7;47.5;33.3;15.4;0;41.2;33.3;33.3;25;38.9;44.1;40.6;32.1;37;30;30.8;33.3
d1wika_;25;33.3;26.7;30.8;28.6;33.3;22.2;41.7;50;20;31.2;33.3;22.2;39.1;25;21.4;31;25;38.5;43.4;44.4;33.3;31.2;36.4;36.8;33.3;42.5;32
d1thxa_;30;34.8;9.1;43.6;25;8.3;30;44.8;29;41.2;23.8;30;39.1;35.7;41.7;0;8.3;18.2;52;46.4;45.3;27.3;0;29.4;27.3;33;47.1;27.3
d2trxa_;25;32.3;12.5;37.5;30.8;46.2;43.2;26.3;30.8;27.3;42.3;35;42.9;30;36.7;0;35;36.4;45.1;33.3;39.5;33.3;33.3;39.6;21.3;30.2;48.9;29.5
d1dbya_;44.4;38.9;18.8;33.7;26.7;23.5;38.1;20;41;35.7;14.3;42.9;18.2;40;36.7;0;10;30;48.2;36.4;23.3;41;14.3;35.7;26.8;27.6;40.4;29.6
d1m7ta_;27.8;36.8;45.5;42.4;26.7;13.3;39.3;26.3;35.6;41.7;35;43.5;42.9;38.5;44.7;37.9;27.3;27.8;49.1;48.2;46.4;23.1;44.4;25;17.1;26.5;41.3;13.2
d1gh2a_;38.2;41.2;31.2;38.2;0;44.4;31.6;30.8;41.2;30.8;25;40;26.3;36.4;48.2;23.5;22.2;36.7;40;42.9;44;31.2;26.7;38.5;32.6;34.1;12.5;29.4
d1j08a2;35;29.2;25;0;20;29.2;45;27.8;18.2;30.8;30;36.8;42.9;36;47.8;25;22.2;34.1;30.8;33.3;40.7;32.1;30;42.1;46.3;47.4;1.9;36.6
d1a8la2;35;29.2;37.5;27.8;10;45.8;46;41.7;18.2;10;33.3;35.3;42.9;36;14.3;25;22.2;37.8;30.8;30;40.7;32.1;33.3;18.2;44.6;47.4;0;36.6
d1t4za_;23.5;14.3;25;38.9;25;37.5;25;48.3;10;36;44.1;31.6;43.9;10;0;20;26.7;33.3;44;25;14.3;43.5;38.9;38.9;41.4;27.3;21.7;26.7
d2ifqa1;27.8;43.2;34.6;46.1;54.5;31.2;40;21.4;35.6;45.7;35.9;43.5;36.8;42.3;44.2;37.9;27.3;35.3;33.3;43.9;43.2;38.9;25;33.3;21;24;36.6;0
d1nw2a_;30;35.5;23.1;36.4;30.8;33.3;31.8;30;30.8;30.8;50;46.3;25;10;40.2;0;26.3;38.5;45.7;40;34.1;34.9;22.2;27.3;24.7;27.4;41.1;26.8
d1jhba_;28.6;34.1;21.4;41.7;14.3;37.5;40;23.1;31.8;18.2;0;40;31.2;25.8;33.3;52.4;27.3;28.6;20;35.7;36.7;40;0;43.4;50;37.9;31;47.1
d1ktea_;28.6;36.4;21.4;44.4;41.2;37.5;41.5;38.7;28.6;38.5;31.2;40;45.5;25.8;43.5;28.6;33.3;25;42.9;35.7;36.7;40;27.3;26.7;50;0;18.8;46.7
d1fb6a_;31.2;33.3;52.5;41.3;45.8;25;41.2;20;30;11.1;8.3;25;33.3;0;23.8;0;27.3;33.9;28;42.4;42;38.7;28.6;42.3;26.7;23.7;39.6;23.9
d1syra_;29.4;10;27.3;41.2;25;0;37.5;55.6;33.3;25;16.7;31.2;42.9;45;22.2;42.9;33.3;45.1;38.2;17.6;44.2;37.2;23.5;35.7;24.5;24.3;38.3;24.3
d1k0dd2;0;33.3;32.4;35.3;26.7;37.5;40;18.2;30.8;22.2;50;36.4;33.3;26.7;47.4;35.7;40;36.4;40.9;47.9;26.3;20;21.1;33.3;33.3;22.2;35.7;18.2
d1hyua3;23.5;43.5;33.3;36;32.1;0;41.2;40;33.3;29.2;24.1;28.6;12.5;38.5;36.2;37.5;32;41.7;33.3;50;41.2;33.3;20;41.7;29.4;39.1;14.3;34.6
d1a8ya2;43.1;22.2;26.7;38.1;25;38.5;15.4;33.3;46.2;11.1;42.6;30.8;35.3;14.3;31.6;33.3;0;30.8;16.7;39.3;52.2;40;37.5;42.9;40;44.8;0;34.5
d1m2da_;28.6;39.3;33.3;22.2;40;53.3;30;43.8;40;30;18.2;16.7;47.5;33.3;15.4;0;20;50;38.9;25;38.9;44.1;40.6;34.8;37;30;43.6;32.3
d1wjka_;20;15.4;34.6;0;42.3;31.8;23.1;27.3;40.7;20;46.2;41.2;23.1;29.2;20;30.8;40.7;47.4;43.8;14.3;50;25;30;46.7;54.5;43.6;41.7;43.8
d1eema2;41.2;22.2;21.1;14.3;27.8;25;39.3;30.8;43.8;50;13.3;21.4;26.3;37.5;0;29.2;51.5;14.3;39.5;17.6;31;22.2;22.2;30.8;30.8;30;36.7;0
d2b5ea2;30.8;26.7;29.4;28.6;30;48.1;22.2;38.5;9.1;44.4;48.4;41.2;10;42.3;32;42.1;33.3;45.5;23.8;25;33.3;11.1;23.1;21.4;16.7;35.3;25;10
d1hyua4;21.4;37.5;20;40;28.6;27.8;31.8;40.7;22.2;25;0;22.2;44;33.3;33.3;26.7;9.1;0;25;0;33.3;47.2;0;14.3;54.2;33.3;43.6;50.6
d1t1va_;36.8;42.1;40;10;44.4;0;28.6;11.1;12.5;33.3;35.8;22.2;35.7;0;37.1;40;11.1;20.8;40;20;11.1;28.6;42.4;0;29.4;28.6;0;37.5
d1k0da2;0;33.3;39.1;35.3;26.7;37.5;14.3;18.2;47.1;22.2;50;36.4;33.3;26.7;47.4;35.7;40;36.4;40.9;47.9;26.3;20;21.1;38.5;33.3;22.2;35.7;18.2
d1r5pa_;34;30.8;55.8;23.1;21.4;42.3;40;25;29.4;21.4;9.1;0;26.3;22.2;37;26.7;35.3;37.3;26.3;12.5;41.7;20;41.7;36.4;35.3;50;18.2;33.3
d1jlwa2;30;0;22.2;45.7;8.3;0;44.4;55.9;47.6;36.8;35.3;42.1;31.8;25.9;40;14.3;45.8;18.2;25;38.5;42.9;35.7;42.9;37;43.5;18.8;30;0
d2fnoa2;29.4;21.1;9.1;25;12.5;12.5;43.1;22.2;11.1;33.3;20;36.4;0;12.5;33.3;12.5;20;12.5;48.7;35.7;9.1;28.6;30.8;27.3;41.7;20;35.3;20
d1abaa_;23.5;36.6;33.3;42.9;40;20;18.2;38.5;42.9;40;33.3;14.3;29.4;28.6;50;11.1;40;35;20;51.1;33.3;0;25;12.5;25;0;33.3;37.5
d2fa8a1;52.2;22.7;23.5;26.7;37.5;8.3;35;29.4;16.7;28.6;0;50;41.2;28.6;31;38.1;38.5;27.3;31.6;35;34.5;47.6;37.1;14.3;33.3;33.3;22.2;33.3
d1k0ma2;38.5;41.7;41.7;31.6;23.1;23.1;25;40;25;23.1;0;31.6;40;40.7;34.4;12.5;37.5;0;45.8;42.3;41.7;35;10;44.6;0;46.2;14.3;39.1
d1nhoa_;33.3;31.6;25;25;45.2;48.4;46.2;34.6;41.5;37.5;29.4;21.4;39.1;41.4;38.7;14.3;28.6;0;39.6;0;55.8;52.2;25;0;46;46.3;37.2;43
d1r5aa2;33.3;33.3;29.4;36.4;16.7;12.5;30;26.7;18.8;35.3;50;20;34.5;12.5;0;23.5;20;40.4;35;30.4;40;21.4;25;29.4;16.7;41.2;37.5;21.4
d1egoa_;30;16.7;9.1;40;12.5;36.4;30;39.4;35.3;14.3;46.8;30;40;30;31.2;37.7;30.8;12.5;42.3;33.3;25;33.3;28.6;33.3;51.4;54.2;37;44.7
d1s3aa1;30;40;40.7;40;42.9;14.3;45.8;25;7.7;33.3;41.2;50;35;33.3;11.1;0;8.3;35;0;14.3;40.9;25;14.3;41.2;28.6;30.8;11.1;27.3
d1okta2;36.8;0;27.3;31.2;33.3;30.8;39.1;45;39;28.6;14.3;35.3;38.5;34.4;33.3;25;22.2;13.6;44.1;42.6;16.7;0;36.4;51.2;36.8;35;31.2;33.3
d1fo5a_;39.1;37.5;16.7;38.5;38.9;12.5;33.3;42.9;30;16.7;35.7;14.3;40;25;36.7;43.9;42.9;21.4;36;36.1;42.9;34.1;11.1;28.6;36.1;56.1;34.4;43.9
