d1y5ia2;25;25;20;33.3;54.1;100;12.5;61.8;58.7;12.5;51.5;40;50;40;14.3;33.3;40;50;12.5;22.2;48.3;52.4;33.3;55.3;12.5;100;30.8;100;36.4;27.3;41.2;42.1;47.2;41.9;20;46.2;25;100;10;22.2;43.8
d1uf2a_;100;55.2;33.3;36.8;28.6;27.3;38.5;0;44;37.5;33.3;100;31.8;25;35.7;100;40;37.5;100;25;100;36.4;26.7;42.9;14.3;25;45.8;100;48.2;100;18.2;63.5;38.9;40;45;30;38.1;100;22.2;31.6;44.4
d1wa5c_;61.2;51.8;100;0;50;25;42.3;46.2;10;38.9;28.6;25;31.2;41.2;41.2;11.1;44.1;30.8;43.8;33.3;20;41.2;30;100;100;62.6;51;52.4;100;30;16.7;22.2;18.2;100;27.3;30;100;31.2;100;18.2;37.5
d1jqoa_;35;35;30;33.3;41.8;33.3;100;100;33.3;33.3;62.5;28.6;100;18.2;55.2;35.3;48.8;27.3;25;0;20;40;47.6;38.9;100;0;36.4;30;36.4;45;42.9;27.3;23.1;26.7;60;33.3;37.5;100;27.3;0;47.6
d1qbkb_;100;28.6;40;31.2;23.1;22.2;33.3;55.9;52.9;42.1;12.5;25;20;100;10;37.5;50.9;48.2;28.6;30;20;45.4;37.5;16.7;21.4;55.4;50;28.6;50;36;43.8;45.8;41.2;39.1;50;30.8;35;0;100;36.4;55
d1mswd_;12.5;27.3;0;44.4;28.6;27.3;48.2;18.2;56.1;22.2;42.9;28.6;47.1;53.5;50;47.4;31.2;40;41.7;44.4;21.4;27.3;38.5;50;33.3;41.2;11.1;47.4;44.4;100;35.3;36.4;0;46.4;33.3;56.8;100;41.2;8.3;33.3;100
d1jqna_;27.3;45.8;41.2;50;0;44;16.7;46;100;52.8;100;47.1;30.8;43.8;46.2;25;45.4;12.5;41.2;16.7;46;35.3;41.4;14.3;47.8;25;35.7;12.5;43.8;41.2;37.5;25;25;38.5;57.9;18.2;28.6;51.7;59.1;14.3;51.5
d1qgra_;27.3;27.3;38.7;55.3;11.1;29.4;21.4;40.9;22.2;44.4;0;36.8;100;45.4;0;48;45.8;28.6;52;23.5;100;100;45.7;54.8;20;22.7;100;25;8.3;28.6;100;54.2;27.3;31.8;100;30;44.7;30;100;52.9;29.4
d1ygpa_;55.2;55.2;38.5;20;12.5;28.6;22.2;25;30.8;100;23.1;45.8;11.1;43.5;42.9;37.5;10;46.7;0;30;47.4;33.3;31.2;0;12.5;28.6;18.2;43.3;57.4;0;0;25;63.5;22.2;39.4;25;10;20;37.5;41.2;18.2
d2bpta1;10;23.8;29.4;25;46.2;57.3;14.3;100;33.3;16.7;21.4;55.9;25;38.1;38.9;33.3;51.4;43.8;30.8;53.7;100;57.9;20;48.9;46.7;22.2;50;50;23.1;34.6;30.8;12.5;39.1;100;47.4;30;16.7;31.2;46.4;28.6;54.6
d2btva_;100;100;0;33.3;26.3;0;30;46.7;100;33.3;33.3;42.1;47.6;38.5;100;10;40;47.6;18.2;47.1;26.7;0;33.3;0;42.1;43.8;27.3;12.5;36.8;50;22.2;31.8;43.8;21.4;26.3;55.6;22.2;0;28.6;33.3;14.3
d2gj4a1;50;37.5;38.9;33.3;39.1;12.5;16.7;42.9;100;36;40;50;27.8;22.2;35.3;30;54.3;46.7;42.9;38.5;40.9;12.5;36.4;27.3;40;35.7;55;18.2;0;43.8;30;0;30;41.2;28.6;58.1;43.8;29.4;33.3;25;31.6
d1kqfa2;30.8;57.6;30.8;40;33.3;40.9;35.7;30;53.3;42.9;100;27.3;11.1;25;25;20;42.9;100;10;33.3;36.4;14.3;22.2;22.2;22.2;100;36.8;45.8;0;33.3;50;14.3;54.8;9.1;33.3;48.6;0;53.1;45.4;100;0
d1h0ha2;37.5;43.8;20;33.3;33.3;50;41.2;100;36.8;47.8;33.3;28.6;55.6;33.3;56;18.2;12.5;60;10;33.3;25;46.2;33.3;37.5;29.4;61.3;21.4;22.2;60.4;61.3;26.7;30;0;44.4;35.7;20;30.8;100;27.3;36.4;46.5
d1ofda2;18.2;0;11.1;50;55.6;16.7;41.2;40;15.4;53.8;40.9;25;18.2;47.4;11.1;53.6;47.4;0;30;100;38.9;48.4;27.3;33.3;44.8;33.3;11.1;59.5;100;27.8;41.2;64.1;9.1;20;27.3;38.9;37.5;12.5;30.8;100;100
d2atia1;34.5;34.5;38.9;33.3;20;55.1;9.1;0;100;35.7;33.3;46.4;42.1;43.5;20;55.6;100;54.2;25;38.5;23.1;56;21;27.3;40;25;46.7;30.8;35.7;0;41.2;50;12.5;41.2;48.9;31.8;47.6;12.5;51.1;27.3;31.6
d1l5wa_;25;25;22.2;30.4;41.7;22.2;0;40.7;52.4;100;26.7;50;30;33.3;42.9;54.3;0;12.5;53.6;46.2;14.3;11.1;30.4;41.7;41.7;54.4;30;25;33.3;11.1;38.5;25;38.5;0;25;43.5;14.3;14.3;47.1;40;27.3
d2mysa2;43.2;60;27.3;100;100;21.9;100;33.3;30.8;32.9;25;28.6;16.7;27.3;35.3;47.1;28.6;22.2;0;12.5;30;100;30.8;58;41.9;12.5;50;29.4;47.6;14.3;27.3;58.8;28.6;23.1;41.7;57.1;27.3;35.3;100;14.3;52.9
d1kk8a2;100;50;22.2;25;44;0;27.3;14.3;45;31.4;44;30.4;28.6;25;12.5;35.7;40;22.2;30.8;52.9;52.9;36;40;33.3;44.8;100;54.2;100;12.5;38.5;27.3;40;45.4;21.4;100;25;36.4;60.8;50;40;25
d1r9da_;52;30;26.7;36.4;43.8;28.6;20;60;33.3;26.7;25;47.4;22.2;23.1;52;18.2;100;38.9;44;33.3;0;15.4;36.8;42.9;20;41.7;30.8;26.7;48;33.3;50;20;58.6;37.5;35.7;45.4;28.6;30;100;27.3;51.4
d2pgga1;12.5;12.5;36.4;42.1;23.1;36.4;14.3;33.3;25;27.3;42.9;40;10;11.1;61;42.1;33.3;41.7;30;0;35.3;52.4;47.1;47.1;28.6;26.7;30;38.1;39.3;0;54.2;45.4;0;33.3;42.9;47.6;46.2;100;11.1;53.5;23.1
d1ea0a2;42.9;42.9;44.7;27.3;36.4;12.5;22.2;100;44.4;100;37.5;50;42.1;100;25;47.8;45.4;100;52.2;52.3;0;44.4;30;12.5;50;35.7;47.4;55.6;44.4;31.2;33.3;50;30;30;30;47.6;11.1;64;25;100;100
g1gk9.1;43.5;43.5;100;42.3;16.7;27.3;0;27.3;25;27.3;25;31.2;25;14.3;37.5;25;14.3;46.4;50;53.3;47.7;100;100;100;33.3;33.3;100;22.2;20;16.7;30.8;45.4;100;33.3;33.3;47.1;50;100;100;40.7;14.3
d1bjta_;40.7;47.1;0;41.7;40;0;52.9;65.8;42.9;48.9;16.7;37.5;26.7;21.4;0;50;30.8;31.6;0;22.2;12.5;28.6;47.2;40;37.5;36.8;42.9;52.4;20;51.6;14.3;0;27.3;0;41.9;38.5;42.9;42.9;11.1;20;20
d1h16a_;0;0;52.8;46.7;47.6;0;27.3;63.5;37.5;20;20;35.3;30;41.7;46.2;45.8;26.7;41.7;28.6;33.3;21.4;18.2;55.6;27.3;51.4;18.2;14.3;40.9;50;40;11.1;56.2;100;37.5;11.1;27.8;43.8;56.3;50;30;47.1
g1cp9.1;33.3;40;54.9;34.6;30;27.3;22.1;50;44.4;21.4;50;48.8;60.7;18.2;0;30;43.8;0;16.7;25;20;33.3;40;16.7;100;0;36.4;40;60.5;0;50;41.2;51.4;42.9;16.7;52.6;50;33.3;26.7;30.8;58.1
d1jb0a_;10;60.9;45;46.2;46;14.3;27.3;0;51.3;12.5;100;30;12.5;20;44.4;28.6;50;53.3;26.7;28.6;55.1;16.7;30;28.6;18.2;59.4;27.3;28.6;44;55.6;35.7;10;46.7;48.8;47.8;64.9;42.1;27.3;25;14.3;40
d1itwa_;30.8;31.2;21.4;0;28.6;40;44.4;25;14.3;35.3;38.9;27.3;57.7;36.4;100;40;25;31.2;55.9;57.1;57.8;30.8;47.4;46.7;25;14.3;38.5;57.1;45.8;46.4;47.1;41.7;50;48;20;100;52.9;25;33.3;50;14.3
d1jb0b_;31.2;55.1;18.2;100;42.1;33.3;56.5;39.6;100;30.8;29.4;41.4;27.3;10;40;33.3;61.3;100;56.7;22.2;33.3;100;22.2;52.9;0;100;50;43.5;10;0;44.4;23.1;55.1;51.5;46.2;38.5;54.6;55.8;50;47.1;14.3
d1w7ja2;38.9;56.1;45;38.5;40;42.1;0;56.4;33.3;37.6;20;36.8;28.6;35.7;12.5;25;20;42.1;64.8;40;18.2;41.7;47.1;100;100;38.5;22.2;0;100;37.5;18.2;40;25;35.7;36.8;40;100;42.9;63.2;100;48.2
d1oaoc_;0;23.1;25;50;28.6;42.9;40;58;14.3;41.7;48.5;51.3;20;0;42.1;28.6;48.3;59.6;50;0;33.3;18.2;20;30;33.3;12.5;39.1;30;12.5;40;10;22.2;35.3;20;42.1;45.4;16.7;27.3;43.8;14.3;54.2
d1vlfm2;30.8;30.8;51.5;21.4;41.2;20;12.5;0;0;30.8;46.7;53.3;50;45.8;11.1;46.7;47.6;61.9;30;50;51.8;47.4;28.6;12.5;28.6;16.7;41.7;33.3;56;25;23.1;13.3;50;0;33.3;33.3;12.5;0;50;0;18.2
d1ru3a_;29.4;38.1;11.1;46.7;42.1;20;12.5;54.3;14.3;54.2;9.1;100;18.2;46.4;20;30.8;52.6;16.7;50;14.3;100;33.3;62.4;59;33.3;27.3;23.1;37.5;100;31.2;61.3;36.4;41.2;10;33.3;22.2;40;48.6;100;47.1;36.4
d1n8ia_;46.2;54.3;20;40.5;50;21.4;50;42.9;48.3;25;37.5;20;52.2;14.3;47.1;0;44;50;50;35;50;42.4;25;22.2;40;38.5;14.3;44.4;100;10;11.1;51.8;36.8;20;25;46.2;62.1;33.3;0;16.7;0
d1acca_;58.8;57.5;42.1;10;100;45;25;51.3;0;38.9;51.7;22.2;50;35.3;31.2;40.9;31.2;100;42.9;18.2;23.1;100;45.4;50;14.3;23.1;14.3;28.6;50;33.3;46.7;34.6;22.2;12.5;57.4;100;42.1;11.1;33.3;50;35.3
d1l1la_;33.3;100;39.1;44;22.2;16.7;38.5;66.7;55.6;36.4;33.3;40;40;100;20;45;28.6;100;23.5;38.5;43.8;35.3;50;55.9;25;42.3;35.3;100;51.8;30.8;50;22.2;0;42.1;50;50;30;20;27.3;16.7;52
d1d8ca_;46.2;46.2;42.1;40.9;60;0;41.2;20;0;100;48.3;38.1;50;16.7;37.9;25;28.6;100;100;27.3;25;56.1;18.2;31.6;43.8;40;14.3;52.5;100;46.7;38.1;52.2;100;30;25;22.2;100;35.7;28.6;50;27.3
d1fepa_;100;47.5;16.7;22.2;20;57.3;47.4;57.7;25;20;41.2;42.9;25;37.5;100;30;42.1;14.3;22.2;21.4;18.2;22.2;44.4;35.7;35.3;44.4;27.3;16.7;52.4;35.3;100;36.4;0;12.5;30;25;16.7;34.8;42.9;48;44.4
d1d0xa2;100;100;23.1;38.9;52.8;31.4;27.3;12.5;38.9;0;64.9;60;26.7;100;38.1;20;48.4;45;57.9;48.3;30;36.4;33.3;51.8;52.2;14.3;29.4;50;100;18.2;22.2;35.7;27.3;27.3;36.4;30.8;37.5;100;100;100;16.7
d1br2a2;0;0;33.3;33.3;52.9;29.7;0;100;43.5;32.5;53.7;35;63;100;14.3;38.1;30.8;40;42.1;100;16.7;35.7;33.3;33.3;53.3;33.3;42.9;100;58.1;41.2;28.6;59.6;41.2;35.7;25;54.3;25;35.3;50;35.3;100
d1by5a_;100;11.1;30.8;56.2;100;50;35.7;22.2;51.4;38.5;25;33.3;27.3;35.7;47.6;20;48;42.9;14.3;51.5;42.9;10;50;35.7;37.5;37.5;50;10;33.3;36.7;52.6;41.7;44.8;12.5;25;20;33.3;37.5;0;42.9;20
d1dmta_;40;33.3;35;30.8;23.1;22.2;0;100;37.5;18.2;52.8;20;25;37.5;33.3;28.6;55.2;56.1;20;41.7;12.5;48.5;53.5;100;100;38.9;42.9;0;16.7;60;43.5;56.8;53.7;27.3;100;22.2;0;12.5;48.5;22.2;52.2
d1w27a_;53.8;22.2;41.4;28.6;100;44;25;100;51.7;64.9;0;50;12.5;37.5;25;40;55.8;25;45.4;33.3;55.2;100;42.9;50;46.7;12.5;27.3;50;35.3;22.2;10;40.7;44.4;33.3;46.2;41.7;56.9;54.7;44.1;33.3;33.3
d1rrha1;35;35;33.3;39.1;33.3;48.2;42.9;0;37.5;21.4;57.8;42.1;33.3;62.5;12.5;50;100;100;40;0;52.6;31.6;0;0;25;40;14.3;18.2;20;0;56.4;14.3;12.5;0;0;56.9;42.9;100;28.6;25;35.7
d3bnea1;30;30;33.3;28.6;52.3;33.3;50;48.3;19;52.3;58.2;16.7;100;30.8;12.5;18.8;48.4;35.7;40;18.2;30;56;0;36.4;12.5;22.2;12.5;30.8;28.6;0;59.3;22.2;36.4;12.5;46.7;100;100;25;35;50;65.4
d1lkxa_;35.3;48.6;31.2;27.3;44;38.9;100;50;44.4;39.5;41.2;36.4;33.3;0;35;22.2;59.3;46.2;50;33.3;50;36.4;30.8;53.6;47.4;54.9;52.6;50;45;33.3;40;33.3;100;45.4;61;22.2;25;60.3;50;28.6;44.4
d1g8ka2;45.4;45.4;100;25;100;41.2;0;40;25;12.5;50;46.2;0;36.4;50;29.4;60.9;100;16.7;60;47.8;36.4;33.3;41.7;30.8;51.4;25;30;52.5;30;35.7;45;58;38.5;20;41.7;52.2;25;48.5;20;22.2
d1t6ja_;42.4;42.9;11.1;25;30.8;26.7;25;25;40;100;20;43.5;44.4;22.2;18.2;42.9;23.1;55.8;35.3;44.1;57.9;100;38.5;100;25;12.5;30.8;100;100;27.3;41.7;40;100;33.3;20;33.3;33.3;20;0;0;41.9
g1or0.1;46.7;20;54.2;100;22.2;36.4;25;0;62.5;22.2;64.5;30;36.4;40;55.8;28.6;36.4;54.3;25;40.9;50;0;48.3;37.5;48.3;100;38.1;56.5;41.7;55;41.2;58.9;0;40;33.3;100;0;22.2;47.4;100;16.7
d1oaoa_;20;11.1;12.5;100;45;45;30.8;27.3;100;42.9;47.1;12.5;16.7;40.9;33.3;44.4;33.3;41.2;31.2;30.8;22.2;33.3;12.5;25;100;40;20;47.4;33.3;23.5;100;100;10;20;33.3;38.9;100;35.7;12.5;22.2;18.2
d1r6va_;23.1;23.1;18.2;34.6;55.3;42.9;51.6;0;52.2;48.2;45.4;11.1;52.2;25;30;28.6;36.4;33.3;40;0;20;25;22.2;33.3;30;25;0;30;27.3;20;25;35.7;0;100;48.5;27.3;0;100;64;100;11.1
d1ogya2;26.7;56.2;45;100;38.1;0;25;20;45;48.2;52.6;40;16.7;35.7;33.3;58.5;20;14.3;37.5;14.3;20;0;30.8;50;42.9;30.8;0;12.5;0;44.4;51.8;33.3;50;60.7;33.3;14.3;38.5;47.1;100;100;50
g1jmu.1;0;0;0;47.4;35.7;21.4;20;14.3;46.2;26.3;27.3;33.3;40.9;33.3;100;34.8;53.1;54.6;25;33.3;59.5;35.5;42.9;14.3;57.4;20;100;35.3;18.2;35.7;55;45.4;100;28.6;100;100;55.9;44.4;100;100;47.7
d1i1ip_;15.4;44.4;21.4;33.3;20;30;100;22.2;41.2;100;28.6;49.2;33.3;25;53.5;30;27.3;27.3;52.2;42.9;36.4;41.7;12.5;55.9;14.3;0;50;33.3;40;25;33.3;12.5;50;50;35;25;52.6;50;50;100;44.4
d1hhsa_;29.4;29.4;12.5;25;47.1;30.4;31.2;30;22.2;60;50;0;36.4;28.6;23.1;100;43.5;45;35.7;67.4;100;20;50;11.1;38.5;11.1;42.9;44.4;52.3;50;52.9;60;51.2;100;51.7;46.9;33.3;48.2;100;41.7;22.2
d1n62b2;16.7;16.7;31.6;43.8;59.1;47.4;52.4;20;41.7;46.9;100;25;0;63.6;22.2;53.8;40;36.4;44.4;12.5;38.5;0;40.7;100;100;100;0;41.7;20;45.4;22.2;22.2;40;41.7;20;31.6;40.9;36.4;12.5;52.8;20
d1kmoa_;25;25;33.3;41.2;15.4;56;100;50;48;47.8;33.3;14.3;23.1;42.9;100;100;37.5;100;58.3;26.7;30;40.9;33.3;67.6;44.4;23.1;100;14.3;25;28.6;16.7;25;100;100;35;0;47.6;100;25;100;16.7
d1ffvb2;100;100;42.1;100;20;54.8;43.5;10;14.3;51.4;52.8;52.2;54.6;42.1;45.4;35.3;55.9;20;50;100;59.3;61.5;42.9;46.2;37.5;20;16.7;63;20;100;53.8;33.3;41.7;33.3;36.4;100;11.1;39.1;53.6;43.8;40
d1jrob2;35.7;35.7;30;100;25;35.7;31.6;0;57.4;50;36.8;25;50;41.2;33.3;45.4;100;20;28.6;47.6;14.3;25;45.4;43.8;33.3;28.6;45;20;100;0;30;37.5;100;54.2;100;46.7;52.4;50;0;48.5;33.3
d1s4bp_;40;40;36.4;23.1;28.6;20;53.1;37.5;37.5;59.6;38.9;46;28.6;39.4;30.8;18.2;27.3;45.4;100;46.2;11.1;22.2;65.5;20;12.5;0;41.7;46.2;41.7;40;40;35.3;25;47.6;59.8;35.7;42.1;56.2;42.9;37.5;40
d1iv8a2;28.6;20;100;16.7;40;27.3;58.5;52.6;53.8;100;23.1;38.5;20;0;38.5;36.8;43.3;0;38.5;37.5;51.4;14.3;25;33.3;42.1;43.9;33.3;0;100;41.4;60.5;40;50;11.1;53.8;54.2;0;57.1;9.1;14.3;47.8
d1mqsa_;40;58.9;43.8;18.2;47.6;100;47.1;100;31.2;42.1;0;35.7;50;100;50;47.1;46.2;0;14.3;100;37.5;51.2;40;58.6;0;33.3;12.5;45.7;35.7;27.3;33.3;41.7;27.3;11.1;100;26.7;100;22.2;36.4;100;14.3
d1m1ca_;31.6;35.7;22.2;31.2;30.8;28.6;25;12.5;50;26.7;12.5;36.4;0;30;28.6;46.7;40;50;33.3;50;53.8;100;46.7;46.7;46.2;46.2;14.3;44.4;50;54.3;48;100;100;43.8;22.2;20;47.8;41.4;38.5;25;20
d1p2za1;22.2;22.2;52.8;45.8;10;100;61.1;43.8;46.2;56.1;63.5;31.2;45;25;16.7;0;29.4;58.7;0;35.7;47.4;46.2;20;14.3;47.4;40;58.1;35.7;60.3;11.1;41.9;0;44.4;46.7;35.3;50;44.4;100;14.3;100;46.7
d1mnda2;100;100;27.3;38.9;100;31.8;27.3;23.1;38.9;0.5;64.9;28.6;26.7;100;38.1;20;48.4;45;57.9;100;30;36.4;54.4;52.2;42.9;14.3;56.6;50;100;18.2;22.2;35.7;27.3;27.3;36.4;27.3;47.1;100;100;100;16.7
d1pg4a_;39.1;39.1;38.5;43.8;41.9;54.2;25;41.9;12.5;0;0;12.5;47.4;27.3;100;10;27.3;38.5;33.3;42.1;12.5;25;30;35.7;12.5;26.7;31.2;27.3;36;0;38.9;33.3;100;30.8;53.5;46.7;100;47.1;0;45.4;0
d1l1ya_;41.7;41.7;30;41.2;43.8;25;14.3;20;35.3;100;37.5;28.6;30;0;31.6;20;30;40;37.5;16.7;43.8;35.7;14.3;44.4;40.7;30;29.4;35.7;37.5;38.5;55.9;31.2;53.6;33.3;42.9;33.3;41.2;100;100;30;48
d1ry2a_;45.7;23.1;12.5;20;100;38.1;100;38.5;0;41.4;0;0;22.2;48.2;14.3;48;30;45;100;10;40;33.3;46.2;54.6;47.4;35.5;0;25;25;12.5;44.4;33.3;52.5;22.2;22.2;41.2;26.7;40;28.6;16.7;37.5
d1v97a5;0;0;56.7;14.3;37.5;52.9;48;42.9;41.4;30.8;11.1;27.3;0;35.7;33.3;14.3;14.3;45.4;40;25;36.4;11.1;45.4;41.7;20;45.4;38.5;38.5;27.3;36.4;12.5;41.7;33.3;36.4;100;42.9;54.8;33.3;50;51.4;28.6
d1rm6a2;48.7;48.3;20;10;33.3;51.2;12.5;43.8;62.5;35.7;14.3;40.9;41.7;20;52.2;0;58.4;53.6;0;0;41.2;12.5;61;11.1;100;27.3;50;0;52.9;21.4;14.3;33.3;22.2;38.5;30;100;30;100;28.6;63.2;14.3
d1su7a_;8.3;8.3;0;100;45.8;100;41.7;41.2;50;36.8;50;47.1;30.8;46.2;100;20;30;60.6;41.7;60.6;38.9;40;44.4;48.2;37.5;39.1;30.8;46.7;35.7;41.2;40;33.3;51.5;100;0;45.8;0;100;30;11.1;47.6
d1p30a1;22.2;22.2;48;27.3;37.9;100;54.8;41.2;57.4;23.1;46.2;37.5;53.3;42.1;46.7;20;31.6;53.6;38.5;48;41.9;42.1;55.6;59.4;47.4;40;33.3;51.6;47.6;11.1;54.6;0;100;36.4;38.5;30.8;44.4;40;11.1;100;46.7
d1g9ga_;30;61.8;33.3;11.1;100;65.1;0;48.3;33.3;20;100;62;100;26.6;10;16.7;14.3;16.7;30;14.3;36.4;41.7;50;12.5;14.3;12.5;35.7;20;14.3;18.2;33.3;25;50;33.3;40;40;25;59.4;10;22.2;58.8
d2b3ya2;37.5;12.5;48.3;42.9;40;100;100;56.5;100;0;16.7;0;36.8;46.7;12.5;0;16.7;11.1;0;36.4;57.1;30;12.5;43.5;38.5;38.9;27.8;14.3;37.5;0;11.1;41.7;36.8;14.3;43.5;47.4;41.2;25;25;16.7;12.5
d2a3la1;25;60.8;33.3;41.2;46.2;12.5;37.5;44.4;31.2;38.1;25;23.1;28.6;31.6;0;60.6;50;47.4;43.5;16.7;30;14.3;22.2;67.1;100;22.2;44.1;41.7;100;18.2;25;46.9;30;45.4;43.8;100;52.9;100;50;14.3;33.3
d1tmoa2;25;25;12.5;55.3;30.8;100;16.7;46.7;33.3;63.5;9.1;14.3;100;38.1;57.9;36.8;46.9;22.2;56.5;16.7;11.1;33.3;58.8;53.8;27.3;39.1;22.2;31.2;14.3;35.7;20;50;25;40;33.3;22.2;27.3;62.5;33.3;100;62.1
g1qhh.1;35.3;59.7;43.5;35.7;53.5;12.5;56.7;50;28.6;40.9;43.8;41.2;12.5;40.7;100;27.3;48;40;0;27.8;43.8;20;57.1;60;52.4;33.3;55;38.9;45.4;21.4;35.3;31.2;14.3;26.7;51.1;100;100;18.2;43.8;33.3;100
d1dmra2;46.2;33.3;10;52.4;42.9;100;31.2;33.3;43.8;41.2;38.5;52.2;55.6;0;14.3;11.8;31.8;33.3;25;14.3;0;33.3;44.4;22.2;46.7;47.1;25;40;16.7;23.1;40;28.6;100;44.4;51.6;100;46.7;36.4;44;27.3;63.1
d1eu1a2;48.3;48.3;30.8;11.1;25;35.7;25;28.6;40.9;20;40;100;46.7;20;60.6;0;30.4;18.2;38.9;33.3;12.5;37.5;27.3;45.8;12.5;42.9;35.7;33.3;16.7;100;40;28.6;100;36.8;40;36.4;100;33.3;14.3;50;50
d1t3qb2;33.3;42.9;35.7;53.9;30.8;50;40;0;35.7;20;52;0;50.8;16.7;40;47.1;30;33.3;27.3;34.8;10;30;0;0;0;100;51.8;47.8;16.7;60;42.9;48;0;42.9;100;59.3;58.8;33.3;38.5;41.2;14.3
d1i7da_;48.6;12.5;0;37.5;25;28.6;45.4;45;20;20;14.3;0;20;45.4;100;0;38.9;45.8;14.3;36.4;38.5;57.1;16.7;47.4;20;100;35.7;33.3;100;39.3;0;60.4;100;46.7;50;27.3;40;54.8;46.7;14.3;41.7
d2guma1;46.7;12.5;11.1;31.2;27.3;45.8;42.9;45.4;31.2;100;23.1;36.4;20;54;25;18.2;100;12.5;37.5;45.4;30.8;54;42.9;64.9;51.5;50;51.2;47.4;12.5;43.8;45.4;56.2;100;0;18.2;100;27.3;35.7;100;38.5;25
d1qhma_;0;0;40;46.7;41.2;0;27.3;57.1;37.5;100;20;35.3;9.1;33.3;46.2;45.8;26.7;44.8;28.6;33.3;21.4;12.5;55.6;27.3;51.4;18.2;14.3;40.9;37.5;40;11.1;16.7;100;37.5;11.1;30;50;56.3;50;30;47.1
d1jqka_;20;35.3;57.1;25;47.8;58.8;42.9;39.3;20;0;11.1;25;16.7;33.3;36.8;22.2;35;33.3;50;33.3;26.7;62.8;46.3;22.2;47.8;100;11.1;50;100;44.4;56.5;50;45.2;40;50;45.8;42.9;52.9;51.7;30;20
d1lrwa_;31.2;31.2;29.4;44.8;100;42.1;37.5;45.4;33.3;22.2;36.4;37.5;16.7;0;11.1;16.7;37.5;14.3;33.3;25;30;36.8;14.3;38.5;12.5;53.8;0;53.8;40;30;38.9;30;9.1;47.8;41.7;12.5;0;30.8;0;25;51.6
d1ohfc_;12.5;12.5;20;30;20;100;55;10;47.6;47.1;35.7;16.7;100;16.7;27.3;11.1;27.3;43.5;25;36.4;12.5;0;26.7;53.7;11.1;100;26.7;33.3;23.5;14.3;35.7;22.2;33.3;51.3;41.7;52.2;55.2;28.6;50;16.7;31.2
d1j36a_;38.5;26.7;55.6;44.1;45.4;40;14.3;50;31.2;48.4;55.8;43.5;40;30;50;30.4;0;35.7;12.5;14.3;37.5;35.7;38.9;20;57.9;29.4;48.6;35;100;41.7;30;30;38.9;44.4;33.3;35.3;43.5;23.1;11.1;33.3;63.3
